id;x;y;subnet;voltLvl
coord_70;9.38765;51.6407;EHV1;1
coord_71;9.15135;49.1434;EHV1;1
coord_72;10.1175;48.8971;EHV1;1
coord_73;10.8409;48.238;EHV1;1
coord_74;10.8739;47.2444;EHV1;1
coord_75;9.40059;48.667;EHV1;1
coord_76;15.115;51.0906;EHV1;1
coord_77;13.1034;48.6668;EHV1;1
coord_78;11.8107;50.1838;EHV1;1
coord_79;12.0823;49.2974;EHV1;1
coord_80;11.5077;48.7611;EHV1;1
coord_81;11.5814;48.7649;EHV1;1
coord_82;6.27694;49.1977;EHV1;1
coord_83;6.77321;49.2911;EHV1;1
coord_84;6.70365;49.1385;EHV1;1
coord_85;8.04937;47.5509;EHV1;1
coord_86;10.1603;49.9892;EHV1;1
coord_87;10.8431;49.3787;EHV1;1
coord_88;9.09052;49.97;EHV1;1
coord_89;8.25886;47.6342;EHV1;1
coord_90;8.23211;47.5561;EHV1;1
coord_91;8.67372;49.2904;EHV1;1
coord_92;9.09184;49.2946;EHV1;1
coord_93;7.41671;51.4571;EHV1;1
coord_94;6.60879;51.0347;EHV1;1
coord_95;7.44949;50.4025;EHV1;1
coord_96;6.13982;49.6686;EHV1;1
coord_97;8.58869;49.8155;EHV1;1
coord_98;7.75186;48.0964;EHV1;1
coord_99;12.2208;48.5857;EHV1;1
coord_100;13.0028;48.262;EHV1;1
coord_101;12.7475;48.1487;EHV1;1
coord_102;13.4429;48.4345;EHV1;1
coord_103;10.9663;47.2695;EHV1;1
coord_104;11.6442;51.9085;EHV1;1
coord_105;8.51888;53.2026;EHV1;1
coord_106;7.4615;51.6146;EHV1;1
coord_107;9.38975;52.0263;EHV1;1
coord_108;9.91718;52.2782;EHV1;1
coord_109;10.415;53.4126;EHV1;1
coord_110;10.3788;53.2198;EHV1;1
coord_111;10.761;52.3677;EHV1;1
coord_112;13.4948;52.5898;EHV1;1
coord_113;10.1575;53.5551;EHV1;1
coord_114;9.34476;53.9218;EHV1;1
coord_115;10.3822;52.9932;EHV1;1
coord_116;9.74615;50.9168;EHV1;1
coord_117;10.3859;51.0018;EHV1;1
coord_118;13.2115;52.5806;EHV1;1
coord_119;11.7274;52.5689;EHV1;1
coord_120;13.1434;53.9081;EHV1;1
coord_121;11.8531;53.0865;EHV1_HV1;1
coord_122;13.4564;52.5215;EHV1;1
coord_123;10.9993;52.2001;EHV1;1
coord_124;9.25938;51.0604;EHV1;1
coord_125;8.56374;53.0317;EHV1;1
coord_126;11.4408;48.1718;EHV1;1
coord_127;12.1148;49.6312;EHV1;1
coord_128;8.69516;53.0925;EHV1;1
coord_129;8.38856;49.9823;EHV1;1
coord_130;12.2622;51.741;EHV1;1
coord_131;11.8943;51.4057;EHV1;1
coord_132;13.1571;51.8285;EHV1;1
coord_133;13.9024;51.8747;EHV1;1
coord_134;11.5166;51.5844;EHV1;1
coord_135;8.70222;51.7364;EHV1;1
coord_136;8.99279;51.343;EHV1;1
coord_137;14.472;51.5538;EHV1;1
coord_138;14.5081;51.4137;EHV1;1
coord_139;14.4282;51.8889;EHV1;1
coord_140;7.54572;51.9703;EHV1;1
coord_141;7.30434;52.4824;EHV1;1
coord_142;7.27715;52.7532;EHV1;1
coord_143;12.2148;54.1003;EHV1;1
coord_144;11.6994;53.5723;EHV1;1
coord_145;11.3706;53.601;EHV1_HV1;1
coord_146;6.94821;51.4446;EHV1;1
coord_147;6.99607;51.5142;EHV1;1
coord_148;7.31318;51.4466;EHV1;1
coord_149;7.99289;51.6837;EHV1;1
coord_150;8.6248;51.4279;EHV1;1
coord_151;7.35311;51.5758;EHV1;1
coord_152;7.12324;51.5256;EHV1;1
coord_153;8.21171;51.178;EHV1;1
coord_154;7.13689;50.6429;EHV1;1
coord_155;6.45655;50.8713;EHV1;1
coord_156;7.2332;51.2325;EHV1;1
coord_157;6.3009;50.829;EHV1;1
coord_158;7.12308;51.1716;EHV1;1
coord_159;7.00878;51.1743;EHV1;1
coord_160;6.84265;50.8635;EHV1;1
coord_161;7.71863;51.5342;EHV1;1
coord_162;7.93077;51.673;EHV1;1
coord_163;6.48812;50.8811;EHV1;1
coord_164;6.59602;50.9525;EHV1;1
coord_165;7.33861;51.632;EHV1;1
coord_166;6.90661;51.5652;EHV1;1
coord_167;6.62284;51.2587;EHV1;1
coord_168;9.90885;53.488;EHV1;1
coord_169;6.71115;51.5262;EHV1;1
coord_170;6.68934;51.5764;EHV1;1
coord_171;8.61665;48.066;EHV1;1
coord_172;8.87294;48.3101;EHV1;1
coord_173;7.97066;51.6768;EHV1;1
coord_174;6.75917;52.2489;EHV1;1
coord_175;7.40354;51.6444;EHV1;1
coord_176;8.93969;52.403;EHV1;1
coord_177;7.23579;49.3694;EHV1;1
coord_178;6.81368;49.7248;EHV1;1
coord_179;8.57126;52.1054;EHV1;1
coord_180;7.31136;53.1258;EHV1;1
coord_181;10.0822;48.2661;EHV1;1
coord_182;10.3918;48.5185;EHV1;1
coord_183;8.53151;50.0479;EHV1;1
coord_184;8.47137;50.0972;EHV1;1
coord_185;8.06574;50.4061;EHV1;1
coord_186;8.98954;50.0603;EHV1;1
coord_187;7.98122;51.6735;EHV1;1
coord_188;8.78579;48.5838;EHV1;1
coord_189;9.80132;47.6525;EHV1;1
coord_190;8.28486;50.7591;EHV1;1
coord_191;7.5933;50.3859;EHV1;1
coord_192;13.3823;51.356;EHV1;1
coord_193;8.65666;50.6057;EHV1;1
coord_194;14.2192;51.1207;EHV1;1
coord_195;10.991;50.5735;EHV1;1
coord_196;10.2359;52.2935;EHV1;1
coord_197;9.51424;51.259;EHV1;1
coord_198;9.77415;50.5287;EHV1;1
coord_199;9.17746;49.0378;EHV1;1
coord_200;9.17731;49.0394;EHV1;1
coord_201;10.1878;49.9812;EHV1;1
coord_202;9.44692;49.5903;EHV1;1
coord_203;9.69466;49.2326;EHV1;1
coord_204;10.8676;48.5395;EHV1;1
coord_205;10.9367;48.4013;EHV1;1
coord_206;10.8638;48.5468;EHV1;1
coord_207;9.70422;48.465;EHV1;1
coord_208;7.57244;48.0189;EHV1;1
coord_209;14.9465;51.0626;EHV1;1
coord_210;13.8413;50.9902;EHV1;1
coord_211;13.2556;50.9302;EHV1;1
coord_212;13.0819;48.2565;EHV1;1
coord_213;9.197;54.8511;EHV1;1
coord_214;11.1937;50.1622;EHV1;1
coord_215;10.836;49.9281;EHV1;1
coord_216;12.2969;48.6069;EHV1;1
coord_217;11.0049;50.5074;EHV1;1
coord_218;13.249;52.5316;EHV1;1
coord_219;13.3155;52.522;EHV1;1
coord_220;13.3687;52.5031;EHV1;1
coord_221;11.6393;48.1788;EHV1;1
coord_222;8.56218;49.1329;EHV1;1
coord_223;8.44132;49.2514;EHV1;1
coord_224;9.06879;53.5666;EHV1;1
coord_225;8.99621;52.3796;EHV1;1
coord_226;9.56282;48.7015;EHV1;1
coord_227;9.37092;48.7191;EHV1;1
coord_228;9.37761;48.8126;EHV1;1
coord_229;10.9729;49.5585;EHV1;1
coord_230;10.2316;48.5298;EHV1;1
coord_231;10.2224;48.7367;EHV1;1
coord_232;9.64534;47.7446;EHV1;1
coord_233;10.4016;48.5099;EHV1;1
coord_234;8.80962;50.2035;EHV1;1
coord_235;9.72593;54.2878;EHV1;1
coord_236;9.21565;48.8523;EHV1;1
coord_237;7.47225;47.6466;EHV1;1
coord_238;8.30626;49.0128;EHV1;1
coord_239;6.21619;50.9124;EHV1;1
coord_240;5.91853;51.1484;EHV1;1
coord_241;11.4704;50.9304;EHV1;1
coord_242;7.25466;53.0267;EHV1;1
coord_243;6.53175;50.3901;EHV1;1
coord_244;6.80891;51.2686;EHV1;1
coord_245;7.99396;51.8231;EHV1;1
coord_246;10.7027;47.8265;EHV1;1
coord_247;9.22809;51.8125;EHV1;1
coord_248;12.3374;51.197;EHV1;1
coord_249;7.75254;47.5391;EHV1;1
coord_250;10.6643;49.98;EHV1;1
coord_251;11.1067;49.9791;EHV1;1
coord_252;8.61863;50.0922;EHV1;1
coord_253;8.18339;47.599;EHV1;1
coord_254;12.7892;50.6271;EHV1;1
coord_255;12.8812;50.5186;EHV1;1
coord_256;14.6045;52.1745;EHV1;1
coord_257;8.4801;50.5909;EHV1;1
coord_258;8.46543;48.0435;EHV1;1
coord_259;6.21402;50.9439;EHV1;1
coord_260;11.4299;50.9114;EHV1;1
coord_261;7.25502;53.0267;EHV1;1
coord_262;7.42475;51.4593;EHV1;1
coord_263;7.12336;51.4473;EHV1;1
coord_264;7.41658;51.4608;EHV1;1
coord_265;6.53304;50.3922;EHV1;1
coord_266;6.72033;51.3441;EHV1;1
coord_267;7.82599;51.7501;EHV1;1
coord_268;7.83402;51.755;EHV1;1
coord_269;7.98188;51.6767;EHV1;1
coord_270;9.41368;52.0275;EHV1;1
coord_271;10.7037;47.8264;EHV1;1
coord_272;8.6701;49.3092;EHV1;1
coord_273;9.23187;51.8101;EHV1;1
coord_274;10.2342;48.5289;EHV1;1
coord_275;12.826;50.6568;EHV1;1
coord_276;14.5112;52.1616;EHV1;1
coord_277;8.53056;47.9148;EHV1;1
coord_278;9.33223;54.721;EHV1;1
coord_279;9.52258;52.3604;EHV1;1
coord_280;9.11321;52.5439;EHV1;1
coord_281;9.91815;52.38;EHV1;1
coord_282;13.2061;52.6571;EHV1;1
coord_283;11.8132;48.2213;EHV1;1
coord_284;11.294;48.052;EHV1;1
coord_285;9.98854;53.7663;EHV1;1
coord_286;9.72699;54.2914;EHV1;1
coord_287;9.52961;53.619;EHV1;1
coord_288;9.77654;53.6906;EHV1;1
coord_289;8.08565;53.6058;EHV1;1
coord_290;8.06006;53.6202;EHV1;1
coord_291;12.4994;52.4052;EHV1;1
coord_292;13.5061;52.4738;EHV1;1
coord_293;8.51211;49.294;EHV1;1
coord_294;8.44554;48.9861;EHV1;1
coord_295;8.64158;48.8901;EHV1;1
coord_296;8.82002;53.1074;EHV1;1
coord_297;8.12062;48.7054;EHV1;1
coord_298;10.1563;54.2755;EHV1;1
coord_299;6.67468;51.325;EHV1;1
coord_300;6.72377;51.3557;EHV1;1
coord_301;7.31785;52.4691;EHV1;1
coord_302;6.77252;51.1471;EHV1;1
coord_303;6.62583;51.2606;EHV1;1
coord_304;6.80462;50.9662;EHV1;1
coord_305;6.22183;51.6946;EHV1;1
coord_306;7.03762;51.5985;EHV1;1
coord_307;7.26408;51.5736;EHV1;1
coord_308;7.27895;51.4723;EHV1;1
coord_309;7.17938;51.4722;EHV1;1
coord_310;6.93489;51.0335;EHV1;1
coord_311;6.82805;51.1627;EHV1;1
coord_312;7.50598;51.4016;EHV1;1
coord_313;6.847;51.2056;EHV1;1
coord_314;7.19317;50.7983;EHV1;1
coord_315;7.04738;50.9055;EHV1;1
coord_316;6.70976;51.0909;EHV1;1
coord_317;7.02354;50.9991;EHV1;1
coord_318;7.72438;51.4093;EHV1;1
coord_319;8.05284;53.3339;EHV1;1
coord_320;6.85153;50.9842;EHV1;1
coord_321;7.52228;51.5322;EHV1;1
coord_322;6.96734;51.4909;EHV1;1
coord_323;6.87287;51.4458;EHV1;1
coord_324;6.86805;51.3745;EHV1;1
coord_325;6.78753;51.5055;EHV1;1
coord_326;6.81217;51.5196;EHV1;1
coord_327;6.72031;51.3915;EHV1;1
coord_328;6.54241;51.2994;EHV1;1
coord_329;13.0786;54.2848;EHV1;1
coord_330;8.02029;50.9236;EHV1;1
coord_331;14.2708;53.0963;EHV1;1
coord_332;14.0337;53.5079;EHV1;1
coord_333;6.65674;51.3795;EHV1;1
coord_334;6.71525;51.5268;EHV1;1
coord_335;12.1858;53.8109;EHV1_HV1;1
coord_336;6.68311;51.5756;EHV1;1
coord_337;6.74542;51.4986;EHV1;1
coord_338;6.61428;51.6187;EHV1;1
coord_339;7.44507;51.6185;EHV1;1
coord_340;6.73212;51.4594;EHV1;1
coord_341;7.70636;51.2786;EHV1;1
coord_342;7.60712;51.8986;EHV1;1
coord_343;8.54716;49.4405;EHV1;1
coord_344;8.40829;49.5286;EHV1;1
coord_345;12.2136;54.112;EHV1;1
coord_346;8.27328;49.0294;EHV1;1
coord_347;8.35233;49.4213;EHV1;1
coord_348;7.7292;49.4826;EHV1;1
coord_349;9.79734;52.0008;EHV1;1
coord_350;8.62716;49.5436;EHV1;1
coord_351;8.50181;49.4449;EHV1;1
coord_352;9.0134;47.8453;EHV1;1
coord_353;8.25193;47.6398;EHV1;1
coord_354;9.19676;48.913;EHV1;1
coord_355;6.62054;49.7489;EHV1;1
coord_356;6.70229;49.829;EHV1;1
coord_357;7.79257;49.8105;EHV1;1
coord_358;6.92013;49.9706;EHV1;1
coord_359;6.75552;49.3649;EHV1;1
coord_360;9.8828;51.5155;EHV1;1
coord_361;9.85139;51.6491;EHV1;1
coord_362;8.10496;52.2643;EHV1;1
coord_363;12.1302;47.9132;EHV1;1
coord_364;6.80182;51.1248;EHV1;1
coord_365;7.98507;50.8422;EHV1;1
coord_366;7.22424;53.3499;EHV1;1
coord_367;7.20605;53.3413;EHV1;1
coord_368;9.43343;55.0187;EHV1;1
coord_369;7.43349;50.4365;EHV1;1
coord_370;8.12216;53.5658;EHV1;1
coord_371;11.5615;52.1239;EHV1;1
coord_372;8.08163;52.8586;EHV1;1
coord_373;9.5671;51.3253;EHV1;1
coord_374;7.74679;52.2885;EHV1;1
coord_375;7.91073;48.5013;EHV1;1
coord_376;7.72571;52.2772;EHV1;1
coord_377;10.5055;52.3018;EHV1;1
coord_378;10.3692;52.1671;EHV1;1
coord_379;10.4195;52.237;EHV1;1
coord_380;10.0876;52.3151;EHV1;1
coord_381;8.40314;52.6096;EHV1;1
coord_382;12.4772;50.7531;EHV1;1
coord_383;8.95368;49.5674;EHV1;1
coord_384;12.2488;51.1979;EHV1;1
coord_385;10.7347;51.4402;EHV1;1
coord_386;13.0026;50.8659;EHV1;1
coord_387;12.2428;50.5675;EHV1;1
coord_388;11.7924;48.8382;EHV1;1
coord_389;11.327;49.3935;EHV1;1
coord_390;11.8076;48.4554;EHV1;1
coord_391;6.17791;49.9531;EHV1;1
coord_392;6.21102;49.9586;EHV1;1
coord_393;6.11452;49.9054;EHV1;1
coord_394;6.08346;49.7764;EHV1;1
coord_395;7.50006;51.5352;EHV1;1
coord_396;6.97593;51.0376;EHV1;1
coord_397;6.74138;49.3575;EHV1;1
coord_398;6.7497;49.3652;EHV1;1
coord_399;6.76602;49.3601;EHV1;1
coord_400;12.1504;49.0128;EHV1;1
coord_401;7.59136;51.9284;EHV1;1
coord_402;8.45163;49.0074;EHV1;1
coord_403;9.82158;52.4249;EHV1_HV2;1
coord_404;9.07623;49.3634;EHV1;1
coord_405;10.1965;50.028;EHV1;1
coord_406;8.81399;51.9834;EHV1;1
coord_407;8.93222;52.1933;EHV1;1
coord_408;8.95904;52.2785;EHV1;1
coord_409;9.5943;49.7984;EHV1;1
coord_410;8.95464;50.086;EHV1;1
coord_411;7.1759;51.4756;EHV1;1
coord_412;9.09711;48.8278;EHV1;1
coord_413;8.62886;51.9936;EHV1;1
coord_414;10.0604;54.3488;EHV1;1
coord_415;9.44964;53.9673;EHV1;1
coord_416;8.86153;47.8064;EHV1;1
coord_417;8.73757;51.7002;EHV1;1
coord_418;10.6415;53.9192;EHV1;1
coord_419;9.4879;53.6366;EHV1;1
coord_420;9.49151;53.6581;EHV1;1
coord_421;13.7107;48.5193;EHV1;1
coord_422;8.66378;49.3601;EHV1;1
coord_423;8.34913;49.0131;EHV1;1
coord_424;10.4204;52.1652;EHV1;1
coord_425;10.3885;52.1514;EHV1;1
coord_426;11.2777;47.4959;EHV1;1
coord_427;8.24873;48.8463;EHV1;1
coord_428;13.3998;53.7944;EHV1;1
coord_429;7.19598;51.4116;EHV1;1
coord_430;7.32428;51.6214;EHV1;1
coord_431;6.96331;50.8338;EHV1;1
coord_432;7.09583;50.8269;EHV1;1
coord_433;6.57729;51.5564;EHV1;1
coord_434;9.14518;52.8532;EHV1;1
coord_435;8.31889;52.066;EHV1;1
coord_436;9.92383;51.8976;EHV1;1
coord_437;10.1949;47.9709;EHV1;1
coord_438;10.6413;48.0275;EHV1;1
coord_439;8.73514;50.1592;EHV1;1
coord_440;12.4696;51.3717;EHV1;1
coord_441;7.18668;51.5506;EHV1;1
coord_442;6.57648;51.0556;EHV1;1
coord_443;11.2869;47.4929;EHV1;1
coord_444;13.5053;52.4748;EHV1;1
coord_445;8.24975;48.8492;EHV1;1
coord_446;9.45968;53.8647;EHV1;1
coord_447;7.37186;52.1977;EHV1;1
coord_448;13.3985;53.7933;EHV1;1
coord_449;7.13937;51.5608;EHV1;1
coord_450;7.41946;51.4575;EHV1;1
coord_451;7.1792;51.4218;EHV1;1
coord_452;7.34371;51.6131;EHV1;1
coord_453;6.52273;51.3225;EHV1;1
coord_454;6.92909;50.8442;EHV1;1
coord_455;7.09436;50.827;EHV1;1
coord_456;6.65067;51.5537;EHV1;1
coord_457;6.92898;50.8438;EHV1;1
coord_458;9.13795;52.847;EHV1;1
coord_459;8.33467;52.0705;EHV1;1
coord_460;9.85242;51.8988;EHV1;1
coord_461;10.3552;52.1758;EHV1;1
coord_462;10.6418;48.0258;EHV1;1
coord_463;8.74326;50.1623;EHV1;1
coord_464;11.2078;53.4231;HV1;3
coord_465;11.9844;53.8251;HV1;3
coord_466;11.3706;53.601;HV1;3
coord_467;12.1858;53.8109;HV1;3
coord_468;12.1163;53.8331;HV1;3
coord_469;11.9601;53.846;HV1;3
coord_470;11.4511;53.5923;HV1_MV4.101;3
coord_471;11.8531;53.0865;HV1;3
coord_472;11.4096;53.6414;HV1_MV1.101;3
coord_473;11.812;53.4247;HV1_MV2.101;3
coord_474;11.6576;53.5716;HV1;3
coord_475;10.8273;53.5087;HV1;3
coord_476;11.3692;53.6456;HV1_MV3.101;3
coord_477;11.5941;53.9204;HV1;3
coord_478;11.7324;53.7271;HV1_MV1.102;3
coord_479;12.0155;53.7719;HV1;3
coord_480;11.7415;53.1642;HV1;3
coord_481;12.0293;53.4744;HV1;3
coord_482;11.3276;53.2242;HV1;3
coord_483;11.4906;53.3123;HV1;3
coord_484;11.083;53.5138;HV1_MV1.103;3
coord_485;11.2433;53.5026;HV1;3
coord_486;10.75;53.383;HV1;3
coord_487;11.602;53.5314;HV1_MV3.102;3
coord_488;11.7076;53.4082;HV1_MV1.104;3
coord_489;12.1828;53.1268;HV1;3
coord_490;11.143;53.7171;HV1;3
coord_491;11.3647;53.8854;HV1_MV3.103;3
coord_492;10.9474;53.8417;HV1;3
coord_493;10.8251;53.5131;HV1;3
coord_494;11.3583;53.5984;HV1;3
coord_495;11.466;53.2862;HV1;3
coord_496;12.0777;53.942;HV1_MV1.105;3
coord_497;11.6347;53.389;HV1;3
coord_498;12.2062;53.7935;HV1_MV1.106;3
coord_499;11.3816;53.6717;HV1;3
coord_500;12.045;53.8485;HV1;3
coord_501;11.354;53.637;HV1_MV1.107;3
coord_502;11.407;53.5844;HV1;3
coord_503;12.3591;53.7217;HV1;3
coord_504;11.9775;53.871;HV1;3
coord_505;11.7695;53.0913;HV1;3
coord_506;11.6834;54.0259;HV1;3
coord_507;11.4754;53.8789;HV1;3
coord_508;11.1295;53.7117;HV1_MV2.102;3
coord_509;11.5536;53.896;HV1;3
coord_510;11.7728;52.9979;HV1_MV2.103;3
coord_511;11.4257;53.3051;HV1;3
coord_512;11.3869;53.5907;HV1;3
coord_513;10.9691;53.8498;HV1;3
coord_514;11.1696;53.8705;HV1_MV1.108;3
coord_515;12.1871;53.8164;HV1;3
coord_516;11.911;53.885;HV1;3
coord_517;11.4018;53.5753;HV1;3
coord_518;11.9538;53.8756;HV1;3
coord_519;11.4546;53.8816;HV1;3
coord_520;11.4708;53.9115;HV1;3
coord_521;11.1689;53.8648;HV1;3
coord_522;11.0295;53.7796;HV1;3
coord_523;12.0468;52.9897;HV1;3
coord_524;12.1057;53.8574;HV1;3
coord_525;9.74204;52.367;HV2;3
coord_526;9.82158;52.4249;HV2;3
coord_527;9.91718;52.2782;HV2;3
coord_528;9.81336;52.2914;HV2;3
coord_529;9.83513;52.267;HV2;3
coord_530;9.95312;52.3815;HV2;3
coord_531;9.98213;52.3189;HV2;3
coord_532;9.83891;52.4392;HV2;3
coord_533;9.88748;52.4945;HV2;3
coord_534;9.81158;52.4302;HV2;3
coord_535;9.79244;52.4318;HV2_MV1.201;3
coord_536;9.68276;52.2231;HV2;3
coord_537;9.74607;52.4279;HV2;3
coord_538;9.48302;52.4156;HV2;3
coord_539;10.1104;52.4735;HV2;3
coord_540;9.46072;52.4341;HV2;3
coord_541;9.58556;52.4253;HV2_MV3.201;3
coord_542;9.49341;52.5985;HV2_MV2.201;3
coord_543;10.1302;52.6464;HV2;3
coord_544;9.94081;52.0313;HV2;3
coord_545;9.59655;52.2832;HV2_MV1.202;3
coord_546;9.49168;52.317;HV2;3
coord_547;10.0891;52.3133;HV2;3
coord_548;9.58621;52.3893;HV2;3
coord_549;9.91815;52.38;HV2;3
coord_550;9.71697;52.3074;HV2;3
coord_551;9.72154;52.4487;HV2;3
coord_552;9.69974;52.3521;HV2;3
coord_553;9.86345;52.3769;HV2;3
coord_554;9.65927;52.3361;HV2;3
coord_555;9.68506;52.4194;HV2;3
coord_556;9.6503;52.4212;HV2;3
coord_557;9.68933;52.3626;HV2;3
coord_558;9.88615;52.3552;HV2;3
coord_559;9.70624;52.432;HV2;3
coord_560;9.6492;52.4263;HV2_MV4.201;3
coord_561;9.72781;52.3872;HV2_MV4.202;3
coord_562;9.78053;52.3303;HV2;3
coord_563;9.7187;52.3525;HV2;3
coord_564;9.93624;52.2395;HV2;3
coord_565;9.89351;52.3312;HV2;3
coord_566;10.0674;52.48;HV2;3
coord_567;9.9287;52.3774;HV2;3
coord_568;9.44323;52.137;HV2;3
coord_569;10.0932;52.5875;HV2_MV3.202;3
coord_570;9.62943;52.2877;HV2;3
coord_571;9.58998;52.3829;HV2_MV1.203;3
coord_572;9.71484;52.3;HV2;3
coord_573;9.55892;52.1977;HV2;3
coord_574;9.87094;52.3693;HV2;3
coord_575;9.73797;52.2597;HV2;3
coord_576;10.5705;52.3687;HV2;3
coord_577;9.86132;52.3264;HV2;3
coord_578;9.90088;52.3568;HV2;3
coord_579;9.23922;52.7951;HV2;3
coord_580;9.75309;52.399;HV2;3
coord_581;9.45563;52.4945;HV2;3
coord_582;10.1528;52.6649;HV2;3
coord_583;9.65427;52.3534;HV2;3
coord_584;9.92296;52.3643;HV2;3
coord_585;9.48938;52.3618;HV2;3
coord_586;9.49872;52.2993;HV2;3
coord_587;9.77459;52.5706;HV2_MV4.203;3
coord_588;9.66448;52.3891;HV2;3
coord_589;9.74186;52.4534;HV2;3
coord_590;9.79707;52.3936;HV2_MV2.203;3
coord_591;9.52258;52.3604;HV2;3
coord_592;9.68324;52.3987;HV2_MV1.204;3
coord_593;9.73643;52.3732;HV2;3
coord_594;9.71603;52.3726;HV2_MV2.202;3
coord_595;9.65139;52.3582;HV2;3
coord_596;9.51644;52.3635;HV2;3
coord_597;9.99678;52.4008;HV2;3
coord_598;9.73427;52.4151;HV2;3
coord_599;9.11273;52.5444;HV2;3
coord_600;9.85398;52.4124;HV2;3
coord_601;9.4358;52.1893;HV2_MV1.205;3
coord_602;9.89085;52.3655;HV2;3
coord_603;9.84601;52.3237;HV2;3
coord_604;9.47757;52.2873;HV2;3
coord_605;9.76995;52.3583;HV2;3
